
    ___  __          __
   / _ )/ /_ _____  / /__
  / _  / / // / _ \/  '_/
 /____/_/\_, /_//_/_/\_\
        /___/ for Python v0.2.0 (Linux)

Welcome to the 4Runner MOC, powered by Raspberry Pi
Left Side LED Status: 1
Left Side LED Status: 0
Ditch Light LED Status: 1
Ditch Light LED Status: 0
Left Side LED Status: 1
Left Side LED Status: 0
Traceback (most recent call last):
  File "automoc_local.py", line 60, in <module>
    blynk.run()
  File "/usr/local/lib/python2.7/dist-packages/BlynkLib.py", line 246, in run
    data = self.conn.recv(self.buffin)
KeyboardInterrupt

    ___  __          __
   / _ )/ /_ _____  / /__
  / _  / / // / _ \/  '_/
 /____/_/\_, /_//_/_/\_\
        /___/ for Python v0.2.0 (Linux)

Welcome to the 4Runner MOC, powered by Raspberry Pi
$GNGGA,142508.00,4738.46856,N,12219.68068,W,2,12,0.70,20.6,M,-18.8,M,,0000*4D
$GNGGA,142523.00,4738.46814,N,12219.68097,W,2,12,0.70,22.1,M,-18.8,M,,0000*47
$GNGGA,142538.00,4738.46776,N,12219.68207,W,2,12,0.79,23.8,M,-18.8,M,,0000*4C
$GNGGA,142553.00,4738.46782,N,12219.68228,W,2,12,0.77,23.9,M,-18.8,M,,0000*48
$GNGGA,142609.00,4738.46802,N,12219.68186,W,2,12,0.70,23.9,M,-18.8,M,,0000*43
$GNGGA,142624.00,4738.46857,N,12219.68075,W,2,12,0.79,22.3,M,-18.8,M,,0000*43
$GNGGA,142639.00,4738.46904,N,12219.67971,W,2,12,0.83,20.8,M,-18.8,M,,0000*46
$GNGGA,142654.00,4738.46929,N,12219.67921,W,2,12,0.74,21.7,M,-18.8,M,,0000*41
$GNGGA,142709.00,4738.46960,N,12219.67854,W,2,12,0.77,20.9,M,-18.8,M,,0000*4A
$GNGGA,142724.00,4738.46992,N,12219.67784,W,2,12,0.83,18.0,M,-18.8,M,,0000*43
$GNGGA,142739.00,4738.47016,N,12219.67739,W,2,12,0.73,14.7,M,-18.8,M,,0000*49
$GNGGA,142754.00,4738.47004,N,12219.67781,W,2,12,0.73,12.9,M,-18.8,M,,0000*4A
$GNGGA,142809.00,4738.46984,N,12219.67874,W,2,12,0.77,13.1,M,-18.8,M,,0000*45
$GNGGA,142824.00,4738.46975,N,12219.67970,W,2,12,0.77,13.7,M,-18.8,M,,0000*47
$GNGGA,142839.00,4738.47008,N,12219.68041,W,2,12,0.73,11.1,M,-18.8,M,,0000*4D
$GNGGA,142854.00,4738.47026,N,12219.67999,W,2,12,0.73,7.9,M,-18.8,M,,0000*76
$GNGGA,142909.00,4738.47031,N,12219.68062,W,2,12,0.73,7.4,M,-18.8,M,,0000*76
$GNGGA,142924.00,4738.47028,N,12219.68145,W,2,12,0.73,6.7,M,-18.8,M,,0000*77
$GNGGA,142939.00,4738.47006,N,12219.68176,W,2,12,0.73,6.4,M,-18.8,M,,0000*74
$GNGGA,142954.00,4738.47023,N,12219.68155,W,2,12,0.73,5.1,M,-18.8,M,,0000*7F
$GNGGA,143009.00,4738.47056,N,12219.68109,W,2,12,0.82,3.8,M,-18.8,M,,0000*75
$GNGGA,143024.00,4738.47050,N,12219.68070,W,2,12,0.73,4.0,M,-18.8,M,,0000*72
$GNGGA,143039.00,4738.47036,N,12219.68005,W,2,12,0.73,5.3,M,-18.8,M,,0000*7E
$GNGGA,143054.00,4738.47028,N,12219.67956,W,2,12,0.73,6.5,M,-18.8,M,,0000*7F
$GNGGA,143110.00,4738.46979,N,12219.68028,W,2,12,0.73,8.8,M,-18.8,M,,0000*7E
$GNGGA,143125.00,4738.46921,N,12219.68112,W,2,12,0.73,10.7,M,-18.8,M,,0000*4B
$GNGGA,143140.00,4738.46856,N,12219.68238,W,2,12,0.73,13.0,M,-18.8,M,,0000*46
$GNGGA,143155.00,4738.46820,N,12219.68256,W,2,12,0.73,13.2,M,-18.8,M,,0000*49
$GNGGA,143210.00,4738.46798,N,12219.68254,W,2,12,0.73,13.5,M,-18.8,M,,0000*42
$GNGGA,143225.00,4738.46803,N,12219.68214,W,2,12,0.73,14.3,M,-18.8,M,,0000*4C
$GNGGA,143240.00,4738.46828,N,12219.68182,W,2,12,0.73,14.5,M,-18.8,M,,0000*4C
